company,title,title_en,job_category,seniority,remote_type,locations,years_experience_required,salary_hkd_min,salary_hkd_max,salary_estimated_min,salary_estimated_max,salary_estimated_confidence,required_skills,description_summary,source,source_tier,cross_posted,posted_at,apply_url,is_active
"Mizuho Bank, Ltd","Vice President, ID & Database Management Team (ID Administration)","Vice President, ID & Database Management Team (ID Administration)",Operations,senior,on-site,"Tsim Sha Tsui, Yau Tsim Mong District",,,,31000,47000,low,Identity and Access Management (IAM); Database Management System (DBMS); Digital Identity Creation and Assignment; User Access Control; IT System Daily Operations; Hardware and Software Installation and Maintenance; Field Support Services; IT Project Implementation,"Mizuho Bank seeks a Vice President for its ID & Database Management Team, responsible for identity and access management (IAM) and database management system (DBMS) administration, including digital identity creation, access control, and IT support. The role is within the Systems Operation Section, which manages daily IT operations and project implementation.",jobsdb,mainstream,0,2026-07-14T18:41:06.571473+00:00,https://hk.jobsdb.com/job/93318670,1
"Mizuho Bank, Ltd","Vice President, ID & Database Management Team, Systems Operation Section","Vice President, ID & Database Management Team, Systems Operation Section",Engineering,senior,on-site,Hong Kong,2,0,0,31000,47000,medium,Identity and Access Management (IAM); Database Management System (DBMS); User Provisioning; Access Control; IT Support; System Operations; Hardware Installation; Software Installation; Field Support; IT Project Implementation,"This VP role at Mizuho Bank leads the ID & Database Management Team within Systems Operation. Responsibilities include identity and access management (IAM), database management, user provisioning, and access control. The team also provides IT support, hardware/software installation, field support, and participates in IT project implementation.",efinancialcareers,mainstream,0,2026-07-20T02:30:00.140000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Vice_President_ID__Database_Management_Team_Systems_Operation_Section.id24443254,1
Mizuho Financial Group,"AML Compliance Analyst - Mizuho Bank, Ltd","AML Compliance Analyst - Mizuho Bank, Ltd",Operations,junior,on-site,Hong Kong SAR,,,,20000,26000,medium,AML/CFT compliance; Sanctions compliance; AML program development; Sanctions screening; AML system testing; Training program delivery; Suspicious activity monitoring; Regulatory reporting; Filtering database management,"The AML Compliance Analyst is responsible for understanding and implementing AML/CFT and sanctions regulations. Duties include coordinating sanctions clearance, designing AML/CFT programs, conducting testing of control measures, and delivering training. The role also involves maintaining filtering databases and reporting to senior management.",jobsdb,mainstream,0,2026-06-25T18:41:06.571531+00:00,https://hk.jobsdb.com/job/92417430,1
Moores Rowland (HK) CPA Limited,上市咨询顾问(初级/高级),Listing Advisory Consultant (Junior/Senior),Finance,mid,on-site,,,,,17500,28000,medium,IPO advisory; Due diligence; Financial analysis; HKEX Listing Rules; IFRS/HKFRS; Corporate restructuring; Tax advisory; Audit; Client management,"This listing advisory consultant role involves advising clients on IPO and regulatory matters. The firm provides business consulting, audit, accounting, and tax services. The position offers training and a collaborative work environment.",longtail,boutique,0,,https://mrhkcpa.com/zh/zh-careers/,1
Moores Rowland (HK) CPA Limited,初级/高级审计,Junior/Senior Auditor,Engineering,junior,on-site,,,,,17500,24500,medium,Auditing; Accounting; Taxation; Financial Reporting; Internal Controls; Compliance; Business Consulting; Team Collaboration; Client Service,"Moores Rowland CPA offers business consulting, audit, accounting, and tax services. The firm provides on-the-job and internal training for its professionals. They seek candidates with different qualifications and experience for auditor positions.",longtail,boutique,0,,https://mrhkcpa.com/zh/zh-careers/,1
Morgan Stanley,APAC Infrastructure Compliance - Director/Vice President,APAC Infrastructure Compliance - Director/Vice President,Other,senior,on-site,Hong Kong,8,0,0,70000,80000,medium,Regulatory Compliance; Transaction Reporting; Client Assets; Clearing and Settlement; Margin and Collateral; Compliance Advisory; Regulatory Monitoring; Risk Assessment; Governance; Training,"The APAC Infrastructure Compliance Director/Vice President at Morgan Stanley provides independent oversight on compliance matters for Operations and Finance teams across Asia Pacific, including regulatory monitoring, compliance advisory, reporting, and training. The role works with Legal and Non-Financial Risk teams to ensure adherence to regulations from SFC, HKMA, MAS, and ASIC.",efinancialcareers,mainstream,1,2026-06-30T08:33:11.320000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-APAC_Infrastructure_Compliance_-_DirectorVice_President.id24010876,1
Morgan Stanley,APAC Infrastructure Compliance - Director/Vice President,APAC Infrastructure Compliance - Director/Vice President,Operations,senior,on-site,Hong Kong,,,,40000,80000,medium,Compliance; Regulatory Affairs; IT Infrastructure; Risk Management,,indeed,mainstream,1,2026-03-22T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-APAC_Infrastructure_Compliance_-_DirectorVice_President.id24010876,1
Morgan Stanley,APAC Infrastructure Compliance – Director/Vice President,APAC Infrastructure Compliance – Director/Vice President,Other,senior,on-site,Hong Kong,,,,65000,80000,medium,Compliance; Regulatory Compliance; Infrastructure; Risk Management; APAC Compliance,,indeed,mainstream,1,2026-02-09T06:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-APAC_Infrastructure_Compliance_-_DirectorVice_President.id24010876,1
Morgan Stanley,"Analyst/ Associate, Research COO Team, Hong Kong","Analyst/ Associate, Research COO Team, Hong Kong",Operations,junior,on-site,"Hong Kong, Hong Kong SAR",,,,20000,30000,medium,Excel; Data Analysis; Data Manipulation; Project Management; Process Improvement; Stakeholder Management; Communication; Team Collaboration; Analytical Skills,"Analyst role on Morgan Stanley's Research COO Team, focusing on measuring research analyst performance through data analysis and project management. Responsibilities include manipulating large datasets in Excel and communicating actionable insights to senior management. Requires strong analytical, communication, and process improvement skills.",linkedin,mainstream,0,2026-07-24T00:00:00+00:00,https://hk.linkedin.com/jobs/view/analyst-associate-research-coo-team-hong-kong-at-morgan-stanley-4387917918,1
Morgan Stanley,"Analyst/Associate, Equity Derivatives Trading","Analyst/Associate, Equity Derivatives Trading",Finance,junior,on-site,"Hong Kong, Hong Kong SAR",2,,,35500,50000,medium,Equity Derivatives; Product Pricing; Market Making; Risk Management; Trade Processing; Python; VBA; Mandarin; Quantitative Modeling,"This junior trader role supports senior traders in equity derivatives pricing, market making, and risk management. Responsibilities include trade processing, risk analysis, and liaising with middle and back office. Requires 1-3 years of finance experience, with Python, VBA, and Mandarin preferred.",linkedin,mainstream,1,2026-07-21T00:00:00+00:00,https://hk.linkedin.com/jobs/view/analyst-associate-equity-derivatives-trading-at-morgan-stanley-4413545591,1
Morgan Stanley,"Analyst/Associate, Equity Derivatives Trading","Analyst/Associate, Equity Derivatives Trading",Finance,junior,on-site,Hong Kong,,,,50000,57000,medium,Equity Derivatives; Derivatives Trading; Risk Management; Quantitative Analysis; Options Pricing,,indeed,mainstream,1,2026-05-12T05:00:00+00:00,https://hk.linkedin.com/jobs/view/analyst-associate-equity-derivatives-trading-at-morgan-stanley-4413545591,1
Morgan Stanley,"Applied AI Lead, Executive Director, Enterprise Technology Services","Applied AI Lead, Executive Director, Enterprise Technology Services",Engineering,lead,on-site,Hong Kong SAR,,,,120000,160000,medium,Generative AI; AI Strategy; AI Governance; Risk Management; Regulatory Compliance; Technology Delivery; Business Strategy; Stakeholder Management; Cross-functional Leadership,"Morgan Stanley's Applied AI team seeks an Executive Director to lead Generative AI strategy and adoption across Asia, bridging central technology platforms with business units including Institutional Securities, Investment Management, and Private Wealth Management. The role involves driving AI-powered tools from developer-facing coding agents to end-user productivity, ensuring alignment with risk and regulatory requirements.",jobsdb,mainstream,1,2026-06-25T18:42:22.084541+00:00,https://hk.indeed.com/viewjob?jk=6b4229d6dd0c66a5,1
Morgan Stanley,"Applied AI Lead, Executive Director, Enterprise Technology Services","Applied AI Lead, Executive Director, Enterprise Technology Services",Engineering,lead,on-site,Hong Kong,,,,140000,180000,medium,Artificial Intelligence; Machine Learning; Deep Learning; Python; Enterprise Technology,,indeed,mainstream,1,2026-05-19T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=6b4229d6dd0c66a5,1
Morgan Stanley,"Asia Wealth Management - MSI Night Desk Trader, Hong Kong","Asia Wealth Management - MSI Night Desk Trader, Hong Kong",Finance,mid,on-site,Hong Kong,,,,55000,85000,low,Trading; Wealth Management; Market Analysis; Execution; Risk Management,,indeed,mainstream,1,2026-06-03T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=3c03f7949ffbef77,1
Morgan Stanley,"Asia Wealth Management - MSI Night Desk, Hong Kong","Asia Wealth Management - MSI Night Desk, Hong Kong",Finance,mid,on-site,Hong Kong,,,,30000,39000,medium,Wealth Management; Trade Execution; Client Relationship Management; Market Research; Risk Management,,indeed,mainstream,1,2026-04-28T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=3c03f7949ffbef77,1
Morgan Stanley,"Asia Wealth Management, AMT - Onboarding, Director, Hong Kong","Asia Wealth Management, AMT - Onboarding, Director, Hong Kong",Finance,senior,on-site,Hong Kong,,,,39500,79000,low,Client Onboarding; KYC; AML; Wealth Management,,indeed,mainstream,1,2025-12-11T06:00:00+00:00,https://hk.indeed.com/viewjob?jk=162ac5d0a5d3d2f0,1
Morgan Stanley,"Asia Wealth Management, Client Service Manager (Trade Execution), Hong Kong","Asia Wealth Management, Client Service Manager (Trade Execution), Hong Kong",Operations,mid,on-site,Hong Kong,,,,55000,62000,medium,Client Service; Trade Execution; Wealth Management; Financial Markets; Communication,,indeed,mainstream,0,2025-11-03T06:00:00+00:00,https://hk.indeed.com/viewjob?jk=e6ad08aab6977e29,1
Morgan Stanley,"Asia Wealth Management, Client Service Manager, Hong Kong","Asia Wealth Management, Client Service Manager, Hong Kong",Operations,mid,on-site,"Hong Kong, Hong Kong SAR",,,,24250,48500,medium,"Trade execution (equities, fixed income, FX, OTC derivatives); Mutual funds, alternative investments, deposits, loans; Pre-trade checks and product suitability; Trade booking and settlement; Margin monitoring and margin calls; Asset transfer requests handling; Client inquiries and feedback management; Account opening documentation and KYC; Due diligence and compliance with KYC policy; Regulatory compliance and account profile reviews","Client Service Manager works with Investment Representatives to manage relationships with Ultra High Net Worth clients. Responsibilities include executing banking and investment transactions, conducting pre-trade checks, handling trade booking and settlement, monitoring margin, performing KYC and account reviews, and addressing client inquiries.",linkedin,mainstream,1,2026-06-09T00:00:00+00:00,https://hk.linkedin.com/jobs/view/asia-wealth-management-client-service-manager-hong-kong-at-morgan-stanley-4281335221,1
Morgan Stanley,"Asia Wealth Management, Client Service Manager, Hong Kong","Asia Wealth Management, Client Service Manager, Hong Kong",Operations,mid,on-site,Hong Kong,,,,55000,62000,medium,Client Servicing; Wealth Management; Client Onboarding; Communication; Compliance,,indeed,mainstream,1,2025-08-06T05:00:00+00:00,https://hk.linkedin.com/jobs/view/asia-wealth-management-client-service-manager-hong-kong-at-morgan-stanley-4281335221,1
Morgan Stanley,"Asia Wealth Management, Management Client Service Manager - Trade Execution, Hong Kong","Asia Wealth Management, Management Client Service Manager - Trade Execution, Hong Kong",Operations,mid,on-site,Hong Kong,,,,27500,55000,medium,Trade Execution; Client Relationship Management; Wealth Management; Financial Products,,indeed,mainstream,0,2025-08-25T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=5a81ca5a865f60ed,1
Morgan Stanley,"Assoc, Professional, P2, Product Support & Services ISG : Job Level - Associate","Assoc, Professional, P2, Product Support & Services ISG : Job Level - Associate",Operations,mid,on-site,Hong Kong,,0,0,45000,55000,medium,margin processing; credit risk analysis; collateral management; operational risk management; client portfolio analysis; equities and derivatives knowledge; system enhancement and testing; stakeholder management; communication skills,"This Associate role in Product Support & Services within Morgan Stanley's Operations division ensures accurate client positions and valuations, manages margin and collateral processes, and analyses client portfolios. The role involves working closely with Credit, Risk Management, and Technology to manage operational risk and drive system enhancements. Candidates should have experience in margin, credit, or…",efinancialcareers,mainstream,1,2026-06-30T08:33:08.967000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Assoc_Professional_P2_Product_Support__Services_ISG__Job_Level_-_Associate.id24181908,1
Morgan Stanley,"Assoc, Professional, P2, Product Support & Services ISG : Job Level - Associate","Assoc, Professional, P2, Product Support & Services ISG",Operations,mid,on-site,Hong Kong,,,,35000,45000,medium,Trade Support; Client Services; Financial Products Knowledge; Bloomberg; Microsoft Excel,,indeed,mainstream,1,2026-04-27T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Assoc_Professional_P2_Product_Support__Services_ISG__Job_Level_-_Associate.id24181908,1
Morgan Stanley,"Assoc, Professional, P2, Product Support & Services ISG : Job Level - Associate","Assoc, Professional, P2, Product Support & Services ISG : Job Level - Associate",Operations,mid,on-site,Hong Kong,,,,30000,40000,low,Trade Support; Product Knowledge; Client Services; Operations; Settlements,,indeed,mainstream,1,2026-04-27T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Assoc_Professional_P2_Product_Support__Services_ISG__Job_Level_-_Associate.id24181908,1
Morgan Stanley,"China Fixed Income Sales (Structured Solutions), Vice President / Executive Director","China Fixed Income Sales (Structured Solutions), Vice President / Executive Director",Finance,senior,on-site,Hong Kong,,,,70000,80000,medium,Fixed Income Sales; Structured Solutions; China Market Knowledge; Client Relationship Management; Derivatives,,indeed,mainstream,0,2026-05-27T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=20b44a4894b6c67d,1
Morgan Stanley,"Credit Risk (Risk Management), Vice President","Credit Risk (Risk Management), Vice President",Finance,senior,on-site,Hong Kong,6,0,0,75000,80000,medium,Credit risk analysis; Corporate credit portfolio management; Derivatives; Financing; Risk mitigation; Internal credit ratings; Credit risk limit monitoring; Counterparty risk assessment; Financial analysis,"Morgan Stanley seeks a Vice President for Credit Risk Management in Hong Kong. The role involves evaluating credit risk transactions, assigning internal credit ratings, monitoring credit risk exposures, and collaborating with business units to manage the corporate credit portfolio and derivatives/financing transactions.",efinancialcareers,mainstream,1,2026-07-13T03:02:22.753000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Credit_Risk_Risk_Management_Vice_President.id24155498,1
Morgan Stanley,"Credit Risk (Risk Management), Vice President","Credit Risk (Risk Management), Vice President",Finance,senior,on-site,Hong Kong,,,,75000,80000,medium,Credit Risk Analysis; Risk Management; Financial Modeling; Regulatory Compliance,,indeed,mainstream,1,2026-04-21T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Credit_Risk_Risk_Management_Vice_President.id24155498,1
Morgan Stanley,"Credit Risk HK, Asia Financial Institutions, CCPs, and Funds Team, Vice President","Credit Risk HK, Asia Financial Institutions, CCPs, and Funds Team, Vice President",Finance,senior,on-site,Hong Kong,8,0,0,75000,80000,medium,Credit risk analysis; Financial institutions credit analysis; Central counterparty risk analysis; Credit risk mitigation; Derivatives documentation; Industry and sovereign research; Risk appetite framework; Credit approval and negotiation,"Morgan Stanley's Credit Risk Management team in Hong Kong is seeking a Vice President to handle credit risk analysis for financial institutions and central counterparties in Asia, including due diligence, risk mitigation, documentation, and research. Requires at least 8 years of FI credit risk experience at a global financial institution.",efinancialcareers,mainstream,1,2026-07-21T09:50:04.773000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Credit_Risk_HK_Asia_Financial_Institutions_CCPs_and_Funds_Team_Vice_President.id24557003,1
Morgan Stanley,"Credit Risk HK, Asia Financial Institutions, CCPs, and Funds Team, Vice President","Credit Risk HK, Asia Financial Institutions, CCPs, and Funds Team, Vice President",Finance,senior,on-site,Hong Kong,,,,75000,80000,medium,Credit Risk Analysis; Financial Institutions Risk; Counterparty Risk Management; CCP Risk; Fund Risk,,indeed,mainstream,1,2026-07-21T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Credit_Risk_HK_Asia_Financial_Institutions_CCPs_and_Funds_Team_Vice_President.id24557003,1
Morgan Stanley,"Currency Overlay Sales, Vice President / Executive Director","Currency Overlay Sales, Vice President / Executive Director",Sales,lead,on-site,Hong Kong SAR,,,,66000,100000,medium,FX Sales; Portfolio Analytics; Strategic FX Trading; Data Integration; OMS (Order Management System); Hedging Tools; Client Relationship Management; Project Management; Revenue Generation; Systems Monitoring,"Morgan Stanley seeks a Currency Overlay Sales VP/ED for its FX Sales team. The role involves engaging hedge funds, asset managers, and corporations on portfolio analytics and strategic FX trading. Responsibilities include data integrations, client liaison, project coordination, pitching FX platforms, OMS vendor management, and driving revenue opportunities.",jobsdb,mainstream,1,2026-06-25T18:42:22.084084+00:00,https://hk.indeed.com/viewjob?jk=1ff50218cd7acb4e,1
Morgan Stanley,"Currency Overlay Sales, Vice President / Executive Director","Currency Overlay Sales, Vice President / Executive Director",Sales,lead,on-site,Hong Kong,,,,66000,100000,medium,Currency Overlay; Foreign Exchange; Derivatives Sales; Client Relationship Management; Hedging,,indeed,mainstream,1,2026-02-23T06:00:00+00:00,https://hk.indeed.com/viewjob?jk=1ff50218cd7acb4e,1
Morgan Stanley,"Director, Control Group - Research & Investment Banking Coverage","Director, Control Group - Research & Investment Banking Coverage",Other,senior,on-site,Hong Kong,,0,0,41750,83500,medium,Information Barriers; Conflict of Interest Management; Regulatory Compliance; Watch and Restricted Lists Administration; Wall Crossing Procedures; Research Compliance (Fixed Income and Equity); Employee Trading Surveillance; Securities Regulations (including M&A); Governance Documentation; Stakeholder Management,"Leading oversight of Information Barriers and conflict management across Research and Investment Banking at Morgan Stanley. Responsibilities include managing Watch and Restricted Lists, Wall Crossing policies, research compliance, and employee trading pre-clearances. Partners with senior stakeholders in Legal & Compliance to mitigate regulatory risk.",efinancialcareers,mainstream,1,2026-06-30T08:33:52.583000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Director_Control_Group_-_Research__Investment_Banking_Coverage.id24275420,1
Morgan Stanley,"Director, Control Group - Research & Investment Banking Coverage","Director, Control Group - Research & Investment Banking Coverage",Other,lead,on-site,Hong Kong,,,,112000,160000,medium,Regulatory Compliance; Investment Banking; Research Oversight; Conflict Management; Information Barrier Management,,indeed,mainstream,1,2026-05-19T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Director_Control_Group_-_Research__Investment_Banking_Coverage.id24275420,1
Morgan Stanley,"Director, Control Group – Research & Investment Banking Coverage","Director, Control Group – Research & Investment Banking Coverage",Other,senior,on-site,Hong Kong,,,,41750,83500,medium,Regulatory Compliance; Conflict Management; Information Barrier Compliance; Research Oversight,,indeed,mainstream,1,2026-05-19T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Director_Control_Group_-_Research__Investment_Banking_Coverage.id24275420,1
Morgan Stanley,"Documentation Negotiator, Associate","Documentation Negotiator, Associate",Operations,mid,on-site,Hong Kong,,,,30000,45000,medium,Contract Negotiation; Documentation Management; Legal Documentation; Financial Products; Stakeholder Management,,indeed,mainstream,1,2026-07-14T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Documentation_Negotiator_Associate.id24552069,1
Morgan Stanley,"Documentation Negotiator, Associate","Documentation Negotiator, Associate",Operations,mid,on-site,Hong Kong,,0,0,30000,40000,medium,ISDA Master Agreements; Credit Support Documents; GMRA; GMSLA; Clearing Agreements; Regulatory Compliance; Legal Negotiation; Client Relationship Management; Fixed Income Products; Mandarin,"The role involves drafting and negotiating documentation for fixed income products, including ISDA Master Agreements, credit support documents, and clearing agreements. The negotiator works with institutional clients in Asia and coordinates with internal teams. Proficiency in Mandarin and English is required.",efinancialcareers,mainstream,1,2026-07-20T09:38:11.050000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Documentation_Negotiator_Associate.id24552069,1
Morgan Stanley,"Documentation Negotiator, Associate","Documentation Negotiator, Associate",Operations,mid,on-site,Hong Kong,,,,40000,50000,medium,Legal Documentation; Negotiation; ISDA/CSA; Derivatives; Contract Management,,indeed,mainstream,1,2026-07-20T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Documentation_Negotiator_Associate.id24552069,1
Morgan Stanley,"E-Trade Risk Management, Vice President","E-Trade Risk Management, Vice President",Finance,senior,on-site,Hong Kong,,0,0,70000,80000,medium,e-Trading risk management; Operational risk management; Market risk management; Algorithm review and analysis; Controls and testing methods; Risk limit setting and monitoring; Governance and control enhancement; Stakeholder collaboration; Independent challenge process; Risk reporting,"This role is part of Morgan Stanley's e-Trading Risk Management team, providing second-line oversight of the firm's electronic trading activities. Responsibilities include independent risk analysis, algorithm review, limit setting, and governance enhancement. The position collaborates with trading desks, quant teams, compliance, and technology.",efinancialcareers,mainstream,1,2026-07-02T01:52:02.183000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-E-Trade_Risk_Management_Vice_President.id24391726,1
Morgan Stanley,"E-Trade Risk Management, Vice President","E-Trade Risk Management, Vice President",Finance,senior,on-site,Hong Kong,,,,70000,80000,medium,Risk Management; Electronic Trading; Market Risk; Data Analysis; Regulatory Compliance,,indeed,mainstream,1,2026-06-11T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-E-Trade_Risk_Management_Vice_President.id24391726,1
Morgan Stanley,Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Finance,senior,on-site,Hong Kong,,0,0,70000,80000,medium,Equity Derivatives; Structured Products; Pricing Models; Risk Analysis; Product Lifecycle Management; Model Development; Quantitative Analysis; Documentation Generation; Trading Desk Collaboration,"Morgan Stanley's Equity Derivatives division seeks a Desk Strategist (Associate/VP) to support the structured products business in Asia. Responsibilities include product representation, pricing, modeling trading charges, and product lifecycle management to scale offerings.",efinancialcareers,mainstream,1,2026-06-30T08:33:08.327000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_-_Desk_Strategist_-_Associate__Vice_President_Structured_product_platform.id24220961,1
Morgan Stanley,Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Engineering,mid,on-site,Hong Kong,,,,57500,70000,medium,Derivatives; Structured Products; Quantitative Analysis; Risk Management; Financial Modeling,,indeed,mainstream,1,2026-05-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_-_Desk_Strategist_-_Associate__Vice_President_Structured_product_platform.id24220961,1
Morgan Stanley,Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Equity Derivatives - Desk Strategist - Associate / Vice President (Structured product platform),Finance,mid,on-site,Hong Kong,,,,57500,70000,medium,Equity Derivatives; Structured Products; Quantitative Analysis; Risk Management; Financial Modeling,,indeed,mainstream,1,2026-05-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_-_Desk_Strategist_-_Associate__Vice_President_Structured_product_platform.id24220961,1
Morgan Stanley,"Equity Derivatives Desk Strategist, Associate, Business Intelligence","Equity Derivatives Desk Strategist, Associate, Business Intelligence",Finance,mid,on-site,Hong Kong SAR,,,,80000,95000,medium,Python; SQL; Data Engineering; ETL; Risk Modelling; Quantitative Analysis; Data Analysis; Java; Kdb/Q,"Morgan Stanley seeks an Associate Equity Derivatives Desk Strategist to develop tools for sales and trading, analyze large datasets, and manage ETL processes. The role requires a quantitative background (e.g.",jobsdb,mainstream,1,2026-06-25T18:41:59.771875+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_Desk_Strategist_Associate_Business_Intelligence.id24220960,1
Morgan Stanley,"Equity Derivatives Desk Strategist, Associate, Business Intelligence","Equity Derivatives Desk Strategist, Associate, Business Intelligence",Engineering,mid,on-site,Hong Kong,,0,0,90000,105000,medium,"Equity derivatives; Data analysis; ETL (Extract, Transform, Load); Risk management; Sales and trading; Quantitative modeling; Large dataset analysis; Business intelligence","Morgan Stanley's Equities division seeks an Associate Desk Strategist for its Equity Derivatives team. The role involves building tools for sales, trading, and risk management, analyzing large datasets, and managing ETL processes to support decision-making.",efinancialcareers,mainstream,1,2026-06-30T08:33:08.553000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_Desk_Strategist_Associate_Business_Intelligence.id24220960,1
Morgan Stanley,"Equity Derivatives Desk Strategist, Associate, Business Intelligence","Equity Derivatives Desk Strategist, Associate, Business Intelligence",Finance,mid,on-site,Hong Kong,,,,80000,95000,medium,Equity Derivatives; Derivatives Pricing; Quantitative Analysis; Business Intelligence; Risk Management,,indeed,mainstream,1,2026-05-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_Desk_Strategist_Associate_Business_Intelligence.id24220960,1
Morgan Stanley,"Equity Derivatives Desk Strategist, Associate, Business Intelligence","Equity Derivatives Desk Strategist, Associate, Business Intelligence",Finance,mid,on-site,Hong Kong,,,,65000,70000,medium,Equity Derivatives; Quantitative Analysis; Business Intelligence; Data Analysis,,indeed,mainstream,1,2026-05-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Derivatives_Desk_Strategist_Associate_Business_Intelligence.id24220960,1
Morgan Stanley,"Equity Research, China Strategist, Associate/ VP","Equity Research, China Strategist, Associate/ VP",Finance,senior,on-site,Hong Kong,5,0,0,73000,80000,medium,Equity Research; Equity Strategy; Index Forecasting; Sector Allocation; Stock Picking; Portfolio Construction; Thematic Analysis; Quantitative Analysis; Qualitative Analysis; Client Servicing,"Equity research strategist focused on China markets. Covers index forecasting, sector allocation, stock picking, portfolio construction, thematic trends, and market commentary. Provides detailed quantitative and qualitative analysis and responds to client requests.",efinancialcareers,mainstream,1,2026-07-22T10:17:13.330000+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Research_China_Strategist_Associate_VP.id24562367,1
Morgan Stanley,"Equity Research, China Strategist, Associate/ VP","Equity Research, China Strategist, Associate/ VP",Finance,senior,on-site,"Hong Kong, Hong Kong SAR",,,,73000,80000,medium,Equity Research; Financial Modeling; Portfolio Construction; Sector Allocation; Quantitative Analysis; Thematic Research; Market Commentary; Client Communication; Top-down Stock Picking; Earnings and Valuation Analysis,"Morgan Stanley seeks an Equity Research China Strategist (Associate/VP) to join its top-ranked team. Responsibilities include equity strategy research, index forecasting, sector allocation, stock picking, portfolio construction, thematic analysis, market commentary, and client requests. The role involves both quantitative and qualitative analysis.",linkedin,mainstream,1,2026-07-22T00:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Equity_Research_China_Strategist_Associate_VP.id24562367,1
Morgan Stanley,"Equity research, China Healthcare, Analyst/Associate","Equity research, China Healthcare, Analyst/Associate",Engineering,mid,on-site,Hong Kong,,,,54000,55000,medium,Financial Modeling; Equity Research; Healthcare Sector Analysis; Valuation; Excel,,indeed,mainstream,1,2026-07-22T05:00:00+00:00,https://hk.linkedin.com/jobs/view/equity-research-china-healthcare-analyst-associate-at-morgan-stanley-4443114929,1
Morgan Stanley,"Equity research, China Healthcare, Analyst/Associate","Equity research, China Healthcare, Analyst/Associate",Finance,mid,on-site,"Hong Kong, Hong Kong SAR",2,,,54000,56000,medium,Equity research; Financial modeling; Data analysis; Market research; Industry analysis; Macroeconomic analysis; Mandarin; English; Team collaboration; Presentation,"Morgan Stanley seeks an Analyst/Associate for Equity Research covering China Healthcare. The role involves partnering with research teams, applying data analysis, and presenting findings. Requires 2-4 years experience and proficiency in English and Mandarin.",linkedin,mainstream,1,2026-07-22T00:00:00+00:00,https://hk.linkedin.com/jobs/view/equity-research-china-healthcare-analyst-associate-at-morgan-stanley-4443114929,1
